chapter,paragraph,sentence,text,tokens,token_count,tokens_str
CHAPTER XLVII,18,2,"I can remember no symptom of affection on either side; and had anything of the kind been perceptible, you must be aware that ours is not a family on which it could be thrown away.","['remember', 'symptom', 'affection', 'either', 'side', 'anything', 'kind', 'perceptible', 'must', 'aware', 'family', 'could', 'thrown', 'away']",14,remember symptom affection either side anything kind perceptible must aware family could thrown away
CHAPTER XLVII,18,3,"When first he entered the corps, she was ready enough to admire him; but so we all were.","['first', 'entered', 'corp', 'ready', 'enough', 'admire']",6,first entered corp ready enough admire
CHAPTER XLVII,18,4,"Every girl in or near Meryton was out of her senses about him for the first two months: but he never distinguished _her_ by any particular attention; and, consequently, after a moderate period of extravagant and wild admiration, her fancy for him gave way, and others of the regiment, who treated her with more distinction, again became her favourites.”","['every', 'girl', 'near', 'meryton', 'sens', 'first', 'two', 'month', 'never', 'distinguished', 'particular', 'attention', 'consequently', 'moderate', 'period', 'extravagant', 'wild', 'admiration', 'fancy', 'gave', 'way', 'others', 'regiment', 'treated', 'distinction', 'became', 'favourite']",27,every girl near meryton sens first two month never distinguished particular attention consequently moderate period extravagant wild admiration fancy gave way others regiment treated distinction became favourite
CHAPTER XLVII,19,1,"It may be easily believed, that however little of novelty could be added to their fears, hopes, and conjectures, on this interesting subject by its repeated discussion, no other could detain them from it long, during the whole of the journey.","['may', 'easily', 'believed', 'however', 'little', 'novelty', 'could', 'added', 'fear', 'hope', 'conjecture', 'interesting', 'subject', 'repeated', 'discussion', 'could', 'detain', 'long', 'whole', 'journey']",20,may easily believed however little novelty could added fear hope conjecture interesting subject repeated discussion could detain long whole journey
CHAPTER XLVII,19,2,From Elizabeth’s thoughts it was never absent.,"['elizabeth', 'thought', 'never', 'absent']",4,elizabeth thought never absent
CHAPTER XLVII,19,3,"Fixed there by the keenest of all anguish, self-reproach, she could find no interval of ease or forgetfulness.","['fixed', 'keenest', 'anguish', 'could', 'find', 'interval', 'ease', 'forgetfulness']",8,fixed keenest anguish could find interval ease forgetfulness
CHAPTER XLVII,20,1,"They travelled as expeditiously as possible; and sleeping one night on the road, reached Longbourn by dinnertime the next day.","['travelled', 'expeditiously', 'possible', 'sleeping', 'one', 'night', 'road', 'reached', 'longbourn', 'dinnertime', 'next', 'day']",12,travelled expeditiously possible sleeping one night road reached longbourn dinnertime next day
CHAPTER XLVII,20,2,It was a comfort to Elizabeth to consider that Jane could not have been wearied by long expectations.,"['comfort', 'elizabeth', 'consider', 'jane', 'could', 'wearied', 'long', 'expectation']",8,comfort elizabeth consider jane could wearied long expectation
CHAPTER XLVII,21,1,"The little Gardiners, attracted by the sight of a chaise, were standing on the steps of the house, as they entered the paddock; and when the carriage drove up to the door, the joyful surprise that lighted up their faces and displayed itself over their whole bodies, in a variety of capers and frisks, was the first pleasing earnest of their welcome.","['little', 'gardiner', 'attracted', 'sight', 'chaise', 'standing', 'step', 'house', 'entered', 'paddock', 'carriage', 'drove', 'door', 'joyful', 'surprise', 'lighted', 'face', 'displayed', 'whole', 'body', 'variety', 'caper', 'frisk', 'first', 'pleasing', 'earnest', 'welcome']",27,little gardiner attracted sight chaise standing step house entered paddock carriage drove door joyful surprise lighted face displayed whole body variety caper frisk first pleasing earnest welcome
CHAPTER XLVII,22,1,"Elizabeth jumped out; and after giving each of them a hasty kiss, hurried into the vestibule, where Jane, who came running downstairs from her mother’s apartment, immediately met her.","['elizabeth', 'jumped', 'giving', 'hasty', 'kiss', 'hurried', 'vestibule', 'jane', 'came', 'running', 'downstairs', 'mother', 'apartment', 'immediately', 'met']",15,elizabeth jumped giving hasty kiss hurried vestibule jane came running downstairs mother apartment immediately met
CHAPTER XLVII,23,1,"Elizabeth, as she affectionately embraced her, whilst tears filled the eyes of both, lost not a moment in asking whether anything had been heard of the fugitives.","['elizabeth', 'affectionately', 'embraced', 'whilst', 'tear', 'filled', 'eye', 'lost', 'moment', 'asking', 'whether', 'anything', 'heard', 'fugitive']",14,elizabeth affectionately embraced whilst tear filled eye lost moment asking whether anything heard fugitive
CHAPTER XLVII,24,1,"“Not yet,” replied Jane.","['yet', 'replied', 'jane']",3,yet replied jane
CHAPTER XLVII,24,2,"“But now that my dear uncle is come, I hope everything will be well.”","['dear', 'uncle', 'come', 'hope', 'everything', 'well']",6,dear uncle come hope everything well
CHAPTER XLVII,25,1,“Is my father in town?”,"['father', 'town']",2,father town
CHAPTER XLVII,26,1,"“Yes, he went on Tuesday, as I wrote you word.”","['yes', 'went', 'tuesday', 'wrote', 'word']",5,yes went tuesday wrote word
CHAPTER XLVII,27,1,“And have you heard from him often?”,"['heard', 'often']",2,heard often
CHAPTER XLVII,28,1,“We have heard only once.,['heard'],1,heard
CHAPTER XLVII,28,2,"He wrote me a few lines on Wednesday, to say that he had arrived in safety, and to give me his directions, which I particularly begged him to do.","['wrote', 'line', 'wednesday', 'say', 'arrived', 'safety', 'give', 'direction', 'particularly', 'begged']",10,wrote line wednesday say arrived safety give direction particularly begged
CHAPTER XLVII,28,3,"He merely added, that he should not write again, till he had something of importance to mention.”","['merely', 'added', 'write', 'till', 'something', 'importance', 'mention']",7,merely added write till something importance mention
CHAPTER XLVII,29,1,“And my mother--how is she?,['mother'],1,mother
CHAPTER XLVII,29,2,How are you all?”,[],0,
CHAPTER XLVII,30,1,"“My mother is tolerably well, I trust; though her spirits are greatly shaken.","['mother', 'tolerably', 'well', 'trust', 'though', 'spirit', 'greatly', 'shaken']",8,mother tolerably well trust though spirit greatly shaken
CHAPTER XLVII,30,2,"She is upstairs, and will have great satisfaction in seeing you all.","['upstairs', 'great', 'satisfaction', 'seeing']",4,upstairs great satisfaction seeing
CHAPTER XLVII,30,3,She does not yet leave her dressing-room.,"['yet', 'leave']",2,yet leave
CHAPTER XLVII,30,4,"Mary and Kitty, thank Heaven!","['mary', 'kitty', 'thank', 'heaven']",4,mary kitty thank heaven
CHAPTER XLVII,30,5,are quite well.”,"['quite', 'well']",2,quite well
CHAPTER XLVII,31,1,“But you--how are you?” cried Elizabeth.,"['cried', 'elizabeth']",2,cried elizabeth
CHAPTER XLVII,31,2,“You look pale.,"['look', 'pale']",2,look pale
CHAPTER XLVII,31,3,How much you must have gone through!”,"['much', 'must', 'gone']",3,much must gone
CHAPTER XLVII,32,1,"Her sister, however, assured her of her being perfectly well; and their conversation, which had been passing while Mr. and Mrs. Gardiner were engaged with their children, was now put an end to by the approach of the whole party.","['sister', 'however', 'assured', 'perfectly', 'well', 'conversation', 'passing', 'gardiner', 'engaged', 'child', 'put', 'end', 'approach', 'whole', 'party']",15,sister however assured perfectly well conversation passing gardiner engaged child put end approach whole party
CHAPTER XLVII,32,2,"Jane ran to her uncle and aunt, and welcomed and thanked them both, with alternate smiles and tears.","['jane', 'ran', 'uncle', 'aunt', 'welcomed', 'thanked', 'alternate', 'smile', 'tear']",9,jane ran uncle aunt welcomed thanked alternate smile tear
CHAPTER XLVII,33,1,"When they were all in the drawing-room, the questions which Elizabeth had already asked were of course repeated by the others, and they soon found that Jane had no intelligence to give.","['question', 'elizabeth', 'already', 'asked', 'course', 'repeated', 'others', 'soon', 'found', 'jane', 'intelligence', 'give']",12,question elizabeth already asked course repeated others soon found jane intelligence give
CHAPTER XLVII,33,2,"The sanguine hope of good, however, which the benevolence of her heart suggested, had not yet deserted her; she still expected that it would all end well, and that every morning would bring some letter, either from Lydia or her father, to explain their proceedings, and, perhaps, announce the marriage.","['sanguine', 'hope', 'good', 'however', 'benevolence', 'heart', 'suggested', 'yet', 'deserted', 'still', 'expected', 'would', 'end', 'well', 'every', 'morning', 'would', 'bring', 'letter', 'either', 'lydia', 'father', 'explain', 'proceeding', 'perhaps', 'announce', 'marriage']",27,sanguine hope good however benevolence heart suggested yet deserted still expected would end well every morning would bring letter either lydia father explain proceeding perhaps announce marriage
CHAPTER XLVII,34,1,"Mrs. Bennet, to whose apartment they all repaired, after a few minutes’ conversation together, received them exactly as might be expected; with tears and lamentations of regret, invectives against the villainous conduct of Wickham, and complaints of her own sufferings and ill-usage; blaming everybody but the person to whose ill-judging indulgence the errors of her daughter must be principally owing.","['bennet', 'whose', 'apartment', 'repaired', 'minute', 'conversation', 'together', 'received', 'exactly', 'might', 'expected', 'tear', 'lamentation', 'regret', 'invective', 'villainous', 'conduct', 'wickham', 'complaint', 'suffering', 'blaming', 'everybody', 'person', 'whose', 'indulgence', 'error', 'daughter', 'must', 'principally', 'owing']",30,bennet whose apartment repaired minute conversation together received exactly might expected tear lamentation regret invective villainous conduct wickham complaint suffering blaming everybody person whose indulgence error daughter must principally owing
CHAPTER XLVII,35,1,"“If I had been able,” said she, “to carry my point in going to Brighton with all my family, _this_ would not have happened: but poor dear Lydia had nobody to take care of her.","['able', 'said', 'carry', 'point', 'going', 'brighton', 'family', 'would', 'happened', 'poor', 'dear', 'lydia', 'nobody', 'take', 'care']",15,able said carry point going brighton family would happened poor dear lydia nobody take care
CHAPTER XLVII,35,2,Why did the Forsters ever let her go out of their sight?,"['forsters', 'ever', 'let', 'go', 'sight']",5,forsters ever let go sight
CHAPTER XLVII,35,3,"I am sure there was some great neglect or other on their side, for she is not the kind of girl to do such a thing, if she had been well looked after.","['sure', 'great', 'neglect', 'side', 'kind', 'girl', 'thing', 'well', 'looked']",9,sure great neglect side kind girl thing well looked
